make_model,body_type,price,km,hp,Type,Upholstery,Displacement,Fuel,Comfort_Convenience,Extras,Safety_Security,First_Registration,Body_Color,door_numbers,seat_numbers,Gearing_Type,consumption_comb,consumption_city,co2_emission
Audi A3,Sedans,24590,10,85,Pre-registered,"Cloth, Grey",1.598,DIESEL,5,1,11,2019.0,Black,4.0,5,Manual,4.4,5.0,114
Renault Espace,Van,39280,14900,165,Demonstration,Black,1.798,BENZINE,14,1,9,2019.0,Grey,5.0,5,Automatic,7.6,9.6,172
Opel Astra,Sedans,18290,24444,110,Used,"Cloth, Black",1.399,BENZINE,21,5,20,2018.0,Red,4.0,5,Automatic,5.5,7.2,127
Audi A1,Compact,22400,0,70,New,"Cloth, Black",0.999,BENZINE,13,3,14,2019.0,Grey,5.0,5,Manual,4.7,5.9,106
Audi A3,Station wagon,25475,43,85,Used,"Cloth, Other",1.598,DIESEL,16,5,13,2019.0,Blue,5.0,5,Manual,4.4,5.0,114
Audi A1,Sedans,16900,10457,51,Used,Other,0.999,BENZINE,8,1,11,2018.0,Grey,4.0,5,Manual,4.3,5.0,98
Renault Espace,Van,28500,31000,118,Employee's car,"Full leather, Other",1.598,DIESEL,10,2,13,2017.0,Black,5.0,5,Automatic,4.7,5.1,120
Renault Clio,Sedans,18490,10564,164,Used,"Cloth, Black",1.618,BENZINE,14,7,16,2018.0,Red,4.0,5,Automatic,5.9,7.6,140
Opel Insignia,Sedans,19990,16643,121,Used,"Cloth, Black",1.49,BENZINE,19,1,16,2018.0,Black,4.0,5,Manual,5.7,7.3,130
Renault Espace,Van,32900,1,118,Pre-registered,Other,1.798,DIESEL,5,1,4,2019.0,Black,5.0,7,Automatic,4.7,5.1,123
Audi A1,Compact,14990,49351,66,Used,"Cloth, Grey",1.422,DIESEL,17,3,13,2016.0,Black,5.0,5,Automatic,4.0,4.4,104
Opel Corsa,Other,11990,17645,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,Grey,4.0,5,Automatic,6.0,8.0,139
Opel Insignia,Sedans,23750,16174,121,Used,"Part leather, Black",1.49,BENZINE,18,2,16,2018.0,Silver,4.0,5,Automatic,6.1,7.5,138
Audi A1,Sedans,15200,23510,85,Used,Other,1.598,DIESEL,19,1,69,2017.0,White,4.0,4,Manual,3.7,4.5,97
Renault Espace,Station wagon,19950,66000,118,Used,Grey,1.598,DIESEL,12,2,11,2016.0,Black,5.0,5,Automatic,4.6,5.0,120
Opel Astra,Sedans,17890,10,66,Pre-registered,"Cloth, Black",0.999,BENZINE,13,1,13,2019.0,Grey,4.0,5,Manual,5.5,6.4,129
Renault Espace,Van,34989,10290,165,Used,"Full leather, Brown",1.798,BENZINE,25,1,21,2018.0,Brown,5.0,5,Automatic,6.8,8.7,153
Opel Insignia,Station wagon,20890,20,103,Pre-registered,Other,1.49,BENZINE,6,2,10,2018.0,Black,5.0,5,Manual,6.0,7.7,136
Audi A3,Sedans,20900,16452,85,Used,Other,1.598,DIESEL,6,2,6,2017.0,Black,4.0,5,Automatic,4.0,4.2,106
Audi A1,Sedans,13450,26310,70,Used,Other,0.999,BENZINE,4,1,10,2018.0,Black,4.0,4,Automatic,4.4,5.4,102
Renault Espace,Van,29499,19000,118,Used,"Full leather, Black",1.598,DIESEL,28,3,19,2018.0,Black,5.0,7,Automatic,4.7,5.0,120
Audi A3,Sedans,15500,123226,81,Used,Grey,1.598,DIESEL,10,2,8,2016.0,Silver,4.0,5,Manual,3.8,3.4,99
Opel Astra,Sedans,17990,24106,110,Used,"Cloth, Black",1.399,BENZINE,19,3,15,2018.0,Silver,4.0,5,Automatic,5.4,7.1,124
Audi A3,Sedans,18999,38500,81,Used,"Cloth, Black",1.598,DIESEL,17,3,24,2017.0,Grey,4.0,5,Manual,4.0,4.7,107
Opel Insignia,Sedans,20480,22691,100,Used,"Part leather, Black",1.598,DIESEL,20,1,18,2018.0,Black,4.0,5,Automatic,4.3,5.1,114
Opel Corsa,Compact,17340,0,66,New,"Cloth, Black",1.398,BENZINE,14,2,12,2019.0,Blue,5.0,5,Automatic,6.0,7.8,140
Audi A1,Compact,28980,4500,85,Demonstration,"Cloth, Black",0.999,BENZINE,18,6,16,2019.0,Blue,5.0,5,Automatic,4.9,5.9,111
Opel Astra,Station wagon,11840,68250,81,Used,"Cloth, Black",1.598,DIESEL,12,3,13,2017.0,Green,5.0,5,Manual,3.5,4.0,93
Opel Astra,Sedans,18980,28616,110,Used,Other,1.399,BENZINE,22,1,17,2018.0,Grey,4.0,5,Automatic,5.6,7.3,129
Audi A3,Station wagon,18298,24500,85,Used,"Cloth, Black",0.999,BENZINE,16,4,14,2017.0,Blue,5.0,5,Manual,4.8,5.8,110
Audi A3,Sedans,15950,94427,81,Used,Other,1.598,DIESEL,10,2,10,2016.0,Grey,4.0,5,Manual,3.8,4.3,99
Opel Corsa,Other,9900,14890,66,Used,Other,1.398,BENZINE,19,1,69,2018.0,White,4.0,5,Manual,4.7,5.8,110
Opel Corsa,Compact,11748,19152,66,Used,"Velour, Black",1.398,BENZINE,5,1,4,2018.0,Grey,5.0,5,Automatic,4.7,5.8,110
Audi A3,Sedans,18000,30000,81,Used,"Cloth, White",1.598,DIESEL,6,5,13,2017.0,White,4.0,5,Manual,4.0,4.7,107
Renault Clio,Compact,10880,150,55,Used,"Cloth, Black",0.898,BENZINE,7,1,13,2019.0,White,5.0,5,Manual,5.0,6.3,113
Opel Insignia,Station wagon,22989,14320,121,Used,"Part leather, Black",1.49,BENZINE,19,3,18,2018.0,Grey,5.0,5,Automatic,6.2,7.6,141
Opel Insignia,Sedans,33599,0,154,New,Other,1.956,DIESEL,19,4,16,2019.0,Red,4.0,5,Automatic,7.1,9.4,187
Renault Clio,Station wagon,18980,497,66,Used,Other,1.461,DIESEL,19,1,69,2019.0,Grey,5.0,5,Automatic,3.5,3.9,92
Renault Clio,Sedans,8499,76019,55,Used,Other,1.461,DIESEL,2,1,9,2016.0,Grey,4.0,2,Manual,3.6,4.3,95
Renault Espace,Van,31850,1,118,Pre-registered,Part leather,1.997,DIESEL,17,4,15,2019.0,Black,5.0,5,Automatic,5.1,5.7,135
Opel Astra,Sedans,8990,142194,81,Used,"Cloth, Black",1.598,DIESEL,12,2,11,2016.0,White,4.0,5,Manual,3.5,4.0,93
Audi A1,Sedans,21940,9998,110,Used,"Cloth, Grey",1.395,BENZINE,16,4,12,2018.0,White,4.0,5,Automatic,4.7,5.8,109
Opel Corsa,Sedans,8200,59000,51,Used,Other,1.229,BENZINE,4,1,8,2017.0,Black,4.0,5,Manual,5.3,6.6,124
Audi A1,Compact,9950,118500,70,Used,"Cloth, Black",0.999,BENZINE,13,3,14,2016.0,Black,5.0,4,Manual,4.4,5.2,102
Audi A1,Station wagon,15890,5400,60,Used,"Cloth, Black",0.999,BENZINE,14,4,13,2018.0,Blue,5.0,4,Manual,4.4,5.2,102
Opel Astra,Station wagon,14990,75133,100,Used,"Other, Other",1.598,DIESEL,11,1,10,2016.0,Black,5.0,5,Automatic,4.5,5.7,119
Audi A3,Sedans,26188,10,110,New,Cloth,1.498,BENZINE,16,3,13,2019.0,Grey,4.0,5,Automatic,5.2,6.4,117
Audi A1,Compact,18480,6900,70,Employee's car,"Cloth, Grey",0.999,BENZINE,14,2,13,2019.0,Red,5.0,5,Manual,4.2,5.0,97
Audi A1,Sedans,25100,10,62,Used,Other,0.999,BENZINE,7,1,7,2019.0,Green,4.0,5,Automatic,4.8,5.9,110
Audi A1,Sedans,16261,26977,66,Used,"Cloth, Black",1.422,DIESEL,17,4,14,2018.0,Black,4.0,5,Manual,3.9,4.5,102
Opel Astra,Station wagon,26980,20,110,New,"Cloth, Black",1.4,BENZINE,21,3,19,2019.0,Black,5.0,5,Automatic,5.8,7.4,135
Audi A1,Compact,17970,3900,92,Used,"Cloth, Black",1.395,BENZINE,14,2,16,2017.0,Blue,5.0,4,Automatic,4.9,6.2,112
Audi A1,Compact,13900,67992,66,Used,"Cloth, Black",1.422,DIESEL,8,1,5,2016.0,Grey,5.0,5,Manual,3.7,4.2,102
Opel Astra,Station wagon,9580,155262,118,Used,"Part leather, Grey",1.598,DIESEL,13,3,10,2016.0,Red,5.0,5,Manual,4.0,5.0,106
Opel Insignia,Station wagon,35990,4900,121,Demonstration,"Other, Black",1.49,BENZINE,25,6,18,2019.0,White,5.0,5,Manual,6.1,7.6,139
Opel Astra,Station wagon,27989,7490,147,Demonstration,"Full leather, Black",1.598,BENZINE,24,2,17,2019.0,Black,5.0,5,Automatic,6.6,8.5,151
Opel Astra,Station wagon,18480,28968,110,Used,"Cloth, Black",1.4,BENZINE,17,6,12,2018.0,Grey,5.0,5,Automatic,6.0,7.5,127
Opel Insignia,Station wagon,20400,28746,125,Employee's car,"Cloth, Black",1.956,DIESEL,21,6,18,2018.0,Silver,5.0,5,Manual,5.7,7.4,150
Audi A1,Sedans,16940,4290,60,Used,"Cloth, Black",0.999,BENZINE,13,4,13,2018.0,Grey,4.0,5,Manual,4.2,5.0,97
Opel Corsa,Sedans,7650,144260,70,Used,Grey,1.229,DIESEL,19,1,69,2016.0,White,4.0,5,Manual,6.0,5.8,117
Opel Astra,Sedans,21900,5,110,Pre-registered,Part leather,1.399,BENZINE,20,2,19,2019.0,Grey,4.0,5,Automatic,5.5,7.2,127
Opel Corsa,Sedans,15490,2559,66,Demonstration,Cloth,1.398,BENZINE,11,1,12,2019.0,Grey,4.0,5,Automatic,6.6,8.2,143
Renault Clio,Station wagon,10790,34544,54,Used,"Cloth, Black",1.149,BENZINE,7,1,13,2018.0,Grey,5.0,5,Manual,5.7,7.2,130
Opel Astra,Sedans,14499,11000,74,Used,"Cloth, Black",1.399,BENZINE,10,1,10,2018.0,Grey,4.0,5,Manual,5.4,7.4,124
Opel Astra,Station wagon,9990,67420,85,Used,Other,1.598,BENZINE,10,5,13,2016.0,Grey,5.0,5,Manual,6.7,8.9,156
Opel Insignia,Sedans,28118,0,103,New,"Full leather, Black",1.49,BENZINE,16,1,6,2019.0,Black,4.0,5,Manual,5.7,7.5,129
Audi A3,Sedans,20490,4700,85,Used,"Cloth, Black",0.999,BENZINE,13,3,13,2018.0,Black,4.0,5,Manual,5.1,5.8,117
Audi A3,Compact,17444,108435,82,Used,"Cloth, Black",1.598,DIESEL,14,1,18,2016.0,Black,5.0,5,Automatic,3.9,4.4,99
Opel Astra,Sedans,12490,15146,81,Used,"Other, Other",1.598,DIESEL,10,1,14,2017.0,Silver,4.0,5,Manual,3.4,3.9,93
Audi A3,Sedans,18899,51376,110,Used,"Cloth, Black",2.0,DIESEL,14,3,14,2017.0,Brown,4.0,5,Manual,3.9,4.4,117
Opel Insignia,Station wagon,36490,10,154,New,"Full leather, Black",2.0,DIESEL,25,8,20,2019.0,White,5.0,5,Automatic,7.1,9.6,187
Audi A1,Sedans,15834,20436,66,Used,"Cloth, Black",1.422,DIESEL,17,4,14,2018.0,Grey,4.0,5,Manual,3.9,4.5,102
Renault Espace,Van,26990,1923,118,Used,Other,1.598,DIESEL,4,1,7,2018.0,Black,5.0,7,Automatic,4.6,5.0,120
Opel Insignia,Station wagon,10740,150000,88,Used,Other,1.598,DIESEL,9,1,13,2016.0,Grey,5.0,5,Manual,4.1,4.9,109
Opel Corsa,Sedans,11290,22745,66,Used,"Cloth, Black",1.398,BENZINE,15,2,13,2016.0,Silver,4.0,5,Automatic,6.0,8.0,139
Opel Corsa,Compact,8990,59400,66,Used,"Cloth, Black",1.398,BENZINE,5,1,12,2017.0,Grey,5.0,5,Manual,5.2,6.6,123
Renault Espace,Station wagon,27490,35290,118,Used,"Cloth, Black",1.598,DIESEL,17,2,11,2016.0,Brown,5.0,5,Automatic,4.7,5.1,120
Renault Espace,Van,32990,5000,165,Demonstration,"Cloth, Brown",1.798,BENZINE,14,1,6,2019.0,Black,5.0,5,Automatic,6.8,8.7,153
Opel Corsa,Sedans,11400,10,51,Pre-registered,"Cloth, Black",1.229,BENZINE,7,3,12,2019.0,Red,4.0,5,Manual,5.3,6.6,124
Renault Clio,Sedans,10500,18700,66,Used,Other,0.898,BENZINE,6,1,10,2018.0,Grey,4.0,5,Manual,4.7,5.7,105
Audi A3,Sedans,21000,21289,85,Used,"Other, Other",1.598,DIESEL,5,1,11,2017.0,Silver,4.0,5,Automatic,4.0,4.0,103
Opel Corsa,Sedans,12600,20300,66,Used,"Cloth, Grey",1.398,BENZINE,11,1,13,2016.0,Black,4.0,5,Automatic,6.0,8.0,139
Audi A3,Sedans,18980,23968,85,Used,"Cloth, Black",1.598,DIESEL,18,4,17,2017.0,Black,4.0,5,Manual,4.0,4.7,107
Renault Clio,Sedans,14890,17286,87,Used,"Cloth, Other",1.197,BENZINE,12,1,10,2018.0,Black,4.0,5,Automatic,5.4,6.8,120
Renault Clio,Sedans,9999,10,55,Pre-registered,Cloth,0.898,BENZINE,6,1,11,2019.0,Black,4.0,5,Manual,5.2,6.5,118
Opel Insignia,Other,18480,14937,103,Used,Other,1.5,Others,13,2,12,2018.0,Grey,4.0,5,Manual,5.8,7.4,117
Audi A3,Sedans,21000,17784,85,Used,Other,1.598,DIESEL,3,2,11,2018.0,White,4.0,5,Manual,4.0,4.5,106
Audi A3,Sedans,16280,37459,81,Used,"Cloth, Grey",1.598,DIESEL,11,1,9,2016.0,White,4.0,5,Automatic,3.8,4.3,99
Opel Insignia,Station wagon,20550,29150,121,Used,"Part leather, Black",1.49,BENZINE,22,3,18,2018.0,Grey,5.0,5,Manual,5.8,7.5,133
Audi A1,Compact,15990,5400,60,Used,"Cloth, Black",0.999,BENZINE,7,2,12,2017.0,Red,5.0,4,Manual,4.4,5.2,104
Opel Astra,Station wagon,11850,97000,100,Used,Grey,1.598,DIESEL,8,2,11,2017.0,Black,5.0,5,Automatic,3.9,4.7,104
Audi A3,Compact,14990,63058,81,Used,"Cloth, Black",1.598,DIESEL,13,3,11,2016.0,Grey,5.0,5,Manual,3.4,3.9,89
Renault Clio,Sedans,22800,6000,147,Used,"Cloth, Black",1.197,BENZINE,10,6,10,2018.0,Black,4.0,5,Automatic,5.9,7.6,117
Renault Clio,Compact,17590,12474,147,Used,"Cloth, Black",1.618,BENZINE,10,4,14,2017.0,Black,5.0,5,Automatic,5.9,7.6,140
Audi A3,Sedans,30900,11000,110,Used,"Part leather, Grey",1.968,DIESEL,17,7,19,2018.0,Grey,4.0,5,Semi-automatic,4.4,5.2,114
Renault Espace,Van,25490,49606,147,Used,"Cloth, Black",1.618,BENZINE,21,2,16,2017.0,Grey,5.0,7,Automatic,6.8,8.7,153
Renault Clio,Sedans,15500,11000,87,Used,Other,1.197,BENZINE,10,1,14,2017.0,Red,4.0,5,Automatic,5.4,6.8,120
Renault Clio,Sedans,9999,10,55,Pre-registered,"Cloth, Grey",0.898,BENZINE,6,1,11,2019.0,White,4.0,5,Manual,5.2,6.5,118
Audi A3,Sedans,15115,69994,92,Used,Other,1.4,BENZINE,19,1,69,2016.0,White,4.0,5,Manual,3.8,4.3,117
Audi A3,Sedans,14920,119427,110,Used,"Part leather, Black",1.968,DIESEL,14,4,15,2016.0,Black,4.0,5,Manual,4.1,5.0,108
Opel Insignia,Station wagon,18900,21054,125,Used,"Part leather, Black",1.956,DIESEL,20,5,20,2017.0,Silver,5.0,5,Manual,5.3,6.9,139
Opel Corsa,Sedans,16290,10,66,New,"Cloth, Black",1.398,BENZINE,9,1,11,2019.0,Blue,4.0,5,Automatic,4.7,5.8,110
Opel Insignia,Station wagon,21850,29300,121,Used,"Cloth, Black",1.49,BENZINE,14,3,11,2018.0,Silver,5.0,5,Automatic,6.2,7.7,141
Opel Corsa,Compact,7150,57134,55,Used,Other,1.248,DIESEL,19,1,69,2016.0,White,5.0,5,Manual,3.0,4.0,107
Opel Astra,Sedans,10200,105350,81,Used,Black,1.598,DIESEL,5,1,11,2016.0,Blue,4.0,5,Manual,3.0,4.0,95
Opel Corsa,Sedans,12500,24421,66,Used,"Cloth, Black",1.398,BENZINE,10,1,8,2018.0,Black,4.0,5,Semi-automatic,4.7,5.8,110
Audi A3,Sedans,17980,84391,81,Used,"Part leather, Black",1.598,DIESEL,16,3,13,2017.0,Black,4.0,5,Manual,4.0,4.7,107
Renault Clio,Station wagon,14980,22494,87,Used,"Cloth, Grey",1.197,BENZINE,17,3,14,2016.0,Black,5.0,5,Automatic,5.4,6.8,120
Audi A1,Sedans,12888,23337,60,Used,"Cloth, Black",0.999,BENZINE,14,3,13,2016.0,White,4.0,4,Manual,4.2,5.0,97
Renault Espace,Transporter,30000,11000,118,Used,"Full leather, White",1.598,DIESEL,27,2,27,2018.0,Silver,5.0,5,Semi-automatic,4.7,5.1,120
Audi A1,Sedans,25190,267,85,Used,Other,0.999,BENZINE,11,1,11,2019.0,Red,4.0,5,Automatic,4.8,5.9,108
Opel Insignia,Station wagon,19900,1501,74,Used,Other,1.598,DIESEL,19,1,69,2018.0,White,5.0,5,Manual,4.5,5.3,119
Audi A1,Compact,14990,49351,66,Used,"Cloth, Grey",1.422,DIESEL,17,3,13,2016.0,Black,5.0,5,Automatic,4.0,4.4,104
Opel Astra,Station wagon,18290,10,81,Demonstration,Cloth,1.598,DIESEL,14,2,13,2019.0,Grey,5.0,5,Manual,3.7,4.0,95
Audi A1,Sedans,23200,80,85,Pre-registered,"Cloth, Black",0.999,BENZINE,14,5,15,2018.0,Black,4.0,5,Automatic,4.8,5.8,108
Opel Insignia,Station wagon,24203,0,100,New,Other,1.598,DIESEL,19,1,69,2019.0,Black,5.0,5,Manual,4.0,5.0,114
Renault Clio,Sedans,14000,18000,87,Used,Other,1.197,BENZINE,5,1,7,2017.0,White,4.0,5,Semi-automatic,5.4,6.8,120
Opel Astra,Station wagon,17940,29980,110,Used,"Part leather, Black",1.399,BENZINE,19,4,16,2018.0,Grey,5.0,5,Automatic,5.6,7.3,128
Opel Astra,Compact,15400,23145,74,Used,Other,1.598,DIESEL,19,1,69,2017.0,Black,5.0,5,Automatic,4.5,5.7,119
Opel Astra,Sedans,15190,50,66,Pre-registered,"Cloth, Black",0.999,BENZINE,7,1,13,2019.0,Red,4.0,5,Manual,4.7,5.4,107
Renault Clio,Sedans,10890,0,66,New,"Cloth, Other",0.898,BENZINE,6,1,12,2019.0,Blue,4.0,5,Manual,5.0,6.3,113
Opel Corsa,Compact,13470,20000,66,Used,"Cloth, Black",1.398,BENZINE,15,1,13,2018.0,White,5.0,5,Automatic,4.8,5.8,112
Audi A3,Sedans,22300,6,85,New,Other,0.999,BENZINE,11,1,7,2019.0,Grey,4.0,5,Manual,5.1,5.8,117
Opel Corsa,Sedans,11280,10,66,Pre-registered,Grey,1.398,BENZINE,6,1,7,2019.0,Blue,4.0,5,Manual,5.7,7.2,130
Opel Insignia,Station wagon,20150,29350,121,Used,"Part leather, Black",1.49,BENZINE,22,3,18,2018.0,Black,5.0,5,Manual,5.8,7.5,133
Opel Insignia,Station wagon,16490,80615,125,Used,"Full leather, Black",1.956,DIESEL,23,3,20,2016.0,Grey,5.0,5,Automatic,5.7,7.8,150
Renault Clio,Compact,11170,10,55,Pre-registered,"Cloth, Other",0.898,BENZINE,4,1,11,2019.0,White,5.0,5,Manual,5.0,6.3,113
Audi A1,Compact,18880,47800,85,Used,"Cloth, Black",1.598,DIESEL,21,4,15,2016.0,Grey,5.0,5,Automatic,3.8,4.4,99
Renault Espace,Station wagon,34750,5550,165,Demonstration,"Cloth, Other",1.798,BENZINE,24,4,19,2018.0,Grey,5.0,7,Automatic,6.8,8.7,153
Renault Espace,Van,55285,12,165,Used,"Full leather, Brown",1.798,BENZINE,12,1,12,2019.0,Grey,5.0,7,Automatic,6.8,8.7,152
Opel Insignia,Sedans,14290,34780,74,Used,Other,1.598,DIESEL,5,1,2,2017.0,Brown,4.0,5,Manual,4.3,5.1,114
Opel Insignia,Sedans,19920,24680,100,Used,"Cloth, Black",1.598,DIESEL,19,2,17,2017.0,Grey,4.0,5,Automatic,5.5,7.0,144
Opel Corsa,Sedans,11300,10,51,Pre-registered,"Cloth, Black",1.229,BENZINE,4,1,11,2019.0,Red,4.0,5,Manual,5.3,6.6,124
Opel Corsa,Sedans,7400,54000,55,Used,Other,1.248,DIESEL,3,1,10,2016.0,White,4.0,5,Manual,3.7,4.4,104
Renault Clio,Compact,11490,10,55,New,Other,0.898,BENZINE,6,1,8,2019.0,Red,5.0,5,Manual,5.0,6.3,113
Audi A1,Compact,25490,0,85,New,Cloth,0.999,BENZINE,17,4,13,2019.0,Black,5.0,5,Automatic,4.8,5.8,108
Audi A1,Compact,22080,0,70,New,"Cloth, Black",0.999,BENZINE,13,1,14,2019.0,Black,5.0,4,Manual,4.6,5.8,104
Audi A1,Compact,15585,15560,66,Used,"Cloth, Black",1.596,DIESEL,14,2,13,2017.0,Black,5.0,4,Manual,3.7,4.2,97
Opel Astra,Station wagon,12990,47000,100,Used,Other,1.598,DIESEL,2,1,8,2016.0,Black,5.0,5,Automatic,4.5,5.7,119
Opel Astra,Station wagon,14900,30644,81,Used,Cloth,1.598,DIESEL,14,1,9,2018.0,Silver,5.0,5,Manual,3.4,3.8,92
Opel Insignia,Sedans,16950,11642,103,Used,"Cloth, Black",1.49,BENZINE,14,3,13,2017.0,Red,4.0,5,Manual,5.9,7.5,133
Audi A1,Sedans,15580,2450,70,Used,"Cloth, Black",0.999,BENZINE,14,3,13,2017.0,White,4.0,4,Manual,4.2,5.0,97
Opel Corsa,Sedans,11300,11500,66,Used,"Velour, Black",1.398,BENZINE,10,1,4,2017.0,White,4.0,5,Automatic,4.7,5.8,110
Renault Clio,Transporter,10798,10,55,Used,Other,1.461,DIESEL,1,1,5,2018.0,White,5.0,2,Manual,3.3,3.5,85
Audi A3,Sedans,17490,22978,82,Used,Other,1.598,DIESEL,3,1,69,2017.0,Red,4.0,5,Automatic,3.9,4.4,102
Opel Insignia,Station wagon,39950,10,154,New,"Full leather, Black",2.0,DIESEL,27,9,20,2019.0,Black,5.0,5,Automatic,7.1,9.6,187
Audi A1,Sedans,21900,50,51,Used,Other,0.999,BENZINE,4,1,7,2019.0,White,4.0,5,Manual,4.6,5.8,105
Opel Insignia,Station wagon,18654,13953,100,Used,Other,1.49,DIESEL,1,1,2,2017.0,Grey,5.0,5,Manual,5.1,6.5,130
Audi A3,Compact,12900,217032,81,Used,Other,1.598,DIESEL,4,1,7,2016.0,Grey,5.0,5,Manual,3.4,4.3,89
Opel Insignia,Sedans,19600,9450,100,Used,"Part leather, Black",1.598,DIESEL,17,3,18,2018.0,White,4.0,5,Manual,4.5,5.3,118
Audi A3,Station wagon,17500,45000,81,Used,"Cloth, Grey",1.598,DIESEL,15,3,18,2016.0,Silver,5.0,5,Automatic,3.8,4.3,99
Audi A3,Sedans,20950,9500,85,Used,"Cloth, Black",0.999,BENZINE,8,1,4,2018.0,White,4.0,5,Manual,4.7,5.7,107
Audi A3,Sedans,18650,49885,85,Used,"Cloth, Black",1.598,DIESEL,16,4,16,2017.0,Black,4.0,5,Manual,4.1,4.6,108
Renault Espace,Station wagon,25200,56100,118,Used,Full leather,1.598,DIESEL,17,3,19,2016.0,Grey,5.0,7,Manual,4.6,5.0,120
Audi A1,Sedans,24500,1,85,Pre-registered,Other,0.999,BENZINE,2,1,3,2019.0,White,4.0,5,Automatic,4.8,5.8,108
Audi A3,Sedans,17990,60500,110,Used,"Cloth, Black",1.968,DIESEL,16,4,16,2016.0,Silver,4.0,5,Automatic,4.5,5.3,119
Opel Insignia,Station wagon,12480,136672,125,Used,"Full leather, Black",1.956,DIESEL,14,3,12,2016.0,Grey,5.0,5,Manual,5.7,7.8,150
Opel Insignia,Station wagon,40990,0,121,New,"Full leather, Black",1.49,BENZINE,22,2,21,2019.0,White,5.0,5,Automatic,6.2,7.7,141
Renault Clio,Compact,6900,124000,55,Used,Black,1.461,DIESEL,6,1,10,2016.0,White,5.0,5,Manual,3.3,3.5,85
Audi A1,Sedans,15990,44880,70,Used,"Cloth, Black",0.999,BENZINE,11,5,14,2017.0,Black,4.0,4,Manual,4.3,5.1,98
Renault Espace,Transporter,19100,112000,118,Used,Other,1.598,DIESEL,3,1,4,2016.0,White,5.0,5,Semi-automatic,4.7,5.1,120
Renault Espace,Transporter,24400,11184,147,Used,Other,1.618,BENZINE,8,1,9,2016.0,Black,5.0,5,Automatic,6.2,7.8,140
Renault Clio,Station wagon,9690,43500,54,Used,Other,1.149,BENZINE,5,1,11,2018.0,Grey,5.0,5,Manual,5.7,7.2,130
Renault Espace,Transporter,21000,80000,118,Used,Other,1.598,DIESEL,3,1,4,2017.0,White,5.0,5,Semi-automatic,4.7,5.1,120
Opel Astra,Sedans,18450,18600,110,Used,"Cloth, Black",1.399,BENZINE,17,3,15,2018.0,Silver,4.0,5,Automatic,5.4,7.1,124
Renault Clio,Station wagon,8480,81630,66,Used,"Cloth, Black",1.461,DIESEL,14,3,14,2016.0,Grey,5.0,5,Manual,3.3,3.3,87
Renault Clio,Sedans,13400,7,66,Pre-registered,Other,1.461,DIESEL,11,3,13,2018.0,Grey,4.0,5,Automatic,3.5,3.9,92
Renault Clio,Sedans,9800,74900,66,Employee's car,Cloth,1.461,DIESEL,8,1,10,2017.0,Grey,4.0,5,Manual,3.3,3.5,85
Audi A1,Sedans,15667,21036,66,Used,"Cloth, Black",1.422,DIESEL,17,4,14,2018.0,Black,4.0,5,Manual,3.9,4.5,102
Renault Clio,Station wagon,11500,32713,66,Used,Black,1.461,DIESEL,10,2,7,2017.0,Grey,5.0,5,Automatic,3.2,3.3,92
Audi A1,Compact,14400,4679,66,Used,Other,0.999,DIESEL,19,1,69,2017.0,Black,5.0,5,Manual,3.9,4.5,117
Audi A1,Sedans,23440,10500,70,Used,"Cloth, Black",0.999,BENZINE,14,1,13,2018.0,Blue,4.0,5,Automatic,4.5,5.5,103
Renault Espace,Van,24490,33000,118,Used,"Part leather, Grey",1.598,DIESEL,21,4,21,2016.0,Grey,5.0,7,Automatic,4.6,5.0,120
Opel Insignia,Station wagon,19900,24178,100,Employee's car,"Cloth, Grey",1.598,DIESEL,11,2,7,2018.0,Grey,5.0,5,Automatic,5.2,6.8,137
Audi A3,Sedans,22900,25142,85,Used,Other,1.598,DIESEL,2,1,5,2018.0,Blue,4.0,5,Automatic,3.9,4.2,103
Renault Clio,Other,15490,23017,87,Used,"Part leather, Black",1.197,BENZINE,15,1,13,2018.0,White,4.0,5,Automatic,5.4,6.8,120
Renault Espace,Transporter,19999,65000,118,Used,Other,1.598,DIESEL,19,5,25,2017.0,Grey,5.0,7,Semi-automatic,4.7,5.1,120
Audi A3,Sedans,20500,6830,62,Used,Other,1.598,DIESEL,6,2,6,2018.0,Red,4.0,5,Manual,4.1,4.6,108
Audi A3,Sedans,34500,25000,110,Used,Other,1.968,DIESEL,16,4,20,2018.0,Black,4.0,5,Semi-automatic,4.4,5.2,114
Opel Astra,Station wagon,10580,91134,81,Used,"Other, Other",1.598,DIESEL,17,1,16,2017.0,Blue,5.0,5,Manual,3.5,4.0,95
Opel Astra,Sedans,11990,63657,70,Used,Other,1.598,DIESEL,3,1,69,2017.0,Grey,4.0,5,Manual,3.7,4.2,97
Opel Corsa,Compact,10979,10,51,Pre-registered,"Cloth, Black",1.229,BENZINE,5,1,12,2019.0,Red,5.0,5,Manual,5.4,6.7,126
Opel Corsa,Sedans,6500,56715,51,Used,"Cloth, Black",1.229,BENZINE,3,1,13,2017.0,Red,4.0,5,Manual,5.4,6.7,126
Audi A3,Sedans,18890,15479,85,Used,"Cloth, Black",0.999,BENZINE,10,3,13,2018.0,Black,4.0,5,Manual,4.5,5.5,104
Audi A1,Compact,15740,26354,66,Employee's car,"Cloth, Black",1.422,DIESEL,17,3,12,2018.0,Black,5.0,4,Manual,4.1,4.6,109
